sector,country,date,value
transport,FI,2010,4304.201
transport,FI,2011,4300.51
transport,FI,2012,4197.694
transport,FI,2013,4209.977
transport,FI,2014,4113.791
transport,FI,2015,4105.519
transport,FI,2016,4180.495
transport,FI,2017,4194.606
transport,FI,2018,4242.019
transport,FI,2019,4178.236
transport,FI,2020,3882.493
transport,FR,2009,43544.413
transport,FR,2010,43568.598
transport,FR,2011,45242.109
transport,FR,2012,45123.116
transport,FR,2013,44815.853
transport,FR,2014,45076.465
transport,FR,2015,45539.463
transport,FR,2016,45704.835
transport,FR,2017,46056.598
transport,FR,2018,45104.155
transport,FR,2019,45100.234
transport,FR,2020,38218.653
transport,GE,2013,1110.934
transport,GE,2014,1256.162
transport,GE,2015,1365.34
transport,GE,2016,1524.342
transport,GE,2017,1384.402
transport,GE,2018,1352.728
transport,GE,2019,1404.052
transport,GE,2020,1340.38
transport,HR,2009,2068.966
transport,HR,2010,1981.14
transport,HR,2011,1942.858
transport,HR,2012,1904.545
transport,HR,2013,1925.168
transport,HR,2014,1901.456
transport,HR,2015,1997.376
transport,HR,2016,2044.565
transport,HR,2017,2196.674
transport,HR,2018,2146.863
transport,HR,2019,2235.149
transport,HR,2020,1968.602
transport,HU,2009,4480.534
transport,HU,2010,4089.374
transport,HU,2011,3812.948
transport,HU,2012,3692.233
transport,HU,2013,3459.986
transport,HU,2014,3873.295
transport,HU,2015,4181.253
transport,HU,2016,4261.874
transport,HU,2017,4496.778
transport,HU,2018,4790.228
transport,HU,2019,5070.454
transport,HU,2020,4459.34
transport,IE,2009,4162.232
transport,IE,2010,3907.952
transport,IE,2011,3706.343
transport,IE,2012,3626.675
transport,IE,2013,3687.125
transport,IE,2014,3837.779
transport,IE,2015,3886.285
transport,IE,2016,4098.209
transport,IE,2017,4052.02
transport,IE,2018,4096.898
transport,IE,2019,4123.935
transport,IE,2020,3478.749
transport,IS,2009,299.921
transport,IS,2010,284.454
transport,IS,2011,275.915
transport,IS,2012,270.221
transport,IS,2013,277.329
transport,IS,2014,278.661
transport,IS,2015,300.785
transport,IS,2016,333.071
transport,IS,2017,352.87
transport,IS,2018,369.539
transport,IS,2019,360.095
transport,IS,2020,305.373
transport,IT,2009,39131.363
transport,IT,2010,38566.288
transport,IT,2011,38572.097
transport,IT,2012,36348.734
transport,IT,2013,35701.272
transport,IT,2014,37009.372
transport,IT,2015,36374.374
transport,IT,2016,35814.501
transport,IT,2017,34525.408
transport,IT,2018,35579.484
transport,IT,2019,35861.202
transport,IT,2020,28976.458
transport,LT,2009,1465.602
transport,LT,2010,1497.054
transport,LT,2011,1483.642
transport,LT,2012,1508.424
transport,LT,2013,1502.068
transport,LT,2014,1662.623
transport,LT,2015,1750.186
transport,LT,2016,1864.513
transport,LT,2017,1960.025
transport,LT,2018,2081.494
transport,LT,2019,2150.671
transport,LT,2020,2126.456
transport,LU,2009,2060.482
transport,LU,2010,2176.135
transport,LU,2011,2307.877
transport,LU,2012,2207.321
transport,LU,2013,2166.737
transport,LU,2014,2086.962
transport,LU,2015,1958.228
transport,LU,2016,1907.236
transport,LU,2017,1966.428
transport,LU,2018,2101.34
transport,LU,2019,2153.407
transport,LU,2020,1668.44
transport,LV,2009,1038.946
transport,LV,2010,1083.453
transport,LV,2011,964.755
transport,LV,2012,929.636
transport,LV,2013,939.54
transport,LV,2014,982.367
transport,LV,2015,1037.65
transport,LV,2016,1033.562
transport,LV,2017,1080.824
transport,LV,2018,1108.725
transport,LV,2019,1098.869
transport,LV,2020,1045.5
transport,MD,2010,580.411
transport,MD,2011,620.914
transport,MD,2012,546.328
transport,MD,2013,573.806
transport,MD,2014,593.361
transport,MD,2015,648.6
transport,MD,2016,682.37
transport,MD,2017,687.658
transport,MD,2018,700.196
transport,MD,2019,717.605
transport,MD,2020,667.422
transport,ME,2009,209.464
transport,ME,2010,229.896
transport,ME,2011,213.102
transport,ME,2012,202.848
transport,ME,2013,165.309
transport,ME,2014,162.866
transport,ME,2015,186.645
transport,ME,2016,219.419
transport,ME,2017,235.525
transport,ME,2018,252.719
transport,ME,2019,265.685
transport,ME,2020,225.951
transport,MK,2009,434.746
transport,MK,2010,454.289
transport,MK,2011,475.33
transport,MK,2012,453.275
transport,MK,2013,514.739
transport,MK,2014,537.47
transport,MK,2015,596.422
transport,MK,2016,679.961
transport,MK,2017,705.735
transport,MK,2018,705.468
transport,MK,2019,762.509
transport,MK,2020,646.867
transport,MT,2009,169.39
transport,MT,2010,185.188
transport,MT,2011,183.239
transport,MT,2012,181.194
transport,MT,2013,183.709
transport,MT,2014,187.942
transport,MT,2015,199.764
transport,MT,2016,199.742
transport,MT,2017,207.327
transport,MT,2018,231.472
transport,MT,2019,246.232
transport,MT,2020,202.598
transport,NL,2009,11596.581
transport,NL,2010,11656.504
transport,NL,2011,11786.205
transport,NL,2012,11278.336
transport,NL,2013,10984.586
transport,NL,2014,10261.81
transport,NL,2015,10408.128
transport,NL,2016,10408.003
transport,NL,2017,10611.031
transport,NL,2018,10951.856
transport,NL,2019,10876.185
transport,NL,2020,9299.42
transport,NO,2009,4681.502
transport,NO,2010,4859.965
transport,NO,2011,4852.894
transport,NO,2012,4918.933
transport,NO,2013,4893.947
transport,NO,2014,5018.371
transport,NO,2015,4987.372
transport,NO,2016,4997.161
transport,NO,2017,4913.693
transport,NO,2018,4780.121
transport,NO,2019,4836.364
transport,NO,2020,4516.03
transport,PL,2009,16162.094
transport,PL,2010,17187.318
transport,PL,2011,17408.462
transport,PL,2012,16680.367
transport,PL,2013,15744.034
transport,PL,2014,15804.963
transport,PL,2015,16561.073
transport,PL,2016,18557.186
transport,PL,2017,21431.698
transport,PL,2018,22349.398
transport,PL,2019,22782.296
transport,PL,2020,21778.636
transport,PT,2009,6506.562
transport,PT,2010,6465.711
transport,PT,2011,6002.257
transport,PT,2012,5531.309
transport,PT,2013,5435.469
transport,PT,2014,5464.228
transport,PT,2015,5555.183
transport,PT,2016,5690.973
transport,PT,2017,5788.829
transport,PT,2018,5848.197
transport,PT,2019,5983.256
transport,PT,2020,5009.318
transport,RO,2009,5268.425
transport,RO,2010,4965.841
transport,RO,2011,5212.55
transport,RO,2012,5314.735
transport,RO,2013,5188.743
transport,RO,2014,5266.333
transport,RO,2015,5337.702
transport,RO,2016,5738.034
transport,RO,2017,6149.188
transport,RO,2018,6303.748
transport,RO,2019,6571.907
transport,RO,2020,6460.8
transport,RS,2009,2248.467
transport,RS,2010,2230.695
transport,RS,2011,2042.18
transport,RS,2012,1806.836
transport,RS,2013,1972.215
transport,RS,2014,2041.408
transport,RS,2015,1986.102
transport,RS,2016,2029.445
transport,RS,2017,2113.345
transport,RS,2018,2136.951
transport,RS,2019,2306.862
transport,RS,2020,2196.88
transport,SE,2009,7375.187
transport,SE,2010,7502.59
transport,SE,2011,7510.93
transport,SE,2012,7232.473
transport,SE,2013,7148.502
transport,SE,2014,7145.92
transport,SE,2015,7295.5
transport,SE,2016,7224.832
transport,SE,2017,7307.861
transport,SE,2018,7127.429
transport,SE,2019,7028.281
transport,SE,2020,6619.716
transport,SI,2009,1719.587
transport,SI,2010,1778.392
transport,SI,2011,1882.202
transport,SI,2012,1899.103
transport,SI,2013,1809.666
transport,SI,2014,1794.9
transport,SI,2015,1772.57
transport,SI,2016,1882.533
transport,SI,2017,1934.203
transport,SI,2018,1974.63
transport,SI,2019,1926.584
transport,SI,2020,1583.246
transport,SK,2009,2314.2
transport,SK,2010,2595.378
transport,SK,2011,2596.766
transport,SK,2012,2299.84
transport,SK,2013,2308.716
transport,SK,2014,2176.422
transport,SK,2015,2168.799
transport,SK,2016,2429.877
transport,SK,2017,2772.655
transport,SK,2018,2744.051
transport,SK,2019,2789.729
transport,SK,2020,2487.886
transport,TR,2009,15119.965
transport,TR,2010,14813.898
transport,TR,2011,15036.935
transport,TR,2012,17724.906
transport,TR,2013,19638.094
transport,TR,2014,20972.194
transport,TR,2015,24502.533
transport,TR,2016,27030.056
transport,TR,2017,28305.848
transport,TR,2018,28607.306
transport,TR,2019,28388.778
transport,TR,2020,26664.835
transport,UA,2009,12792.577
transport,UA,2010,12917.129
transport,UA,2011,12875.18
transport,UA,2012,11772.36
transport,UA,2013,11848.904
transport,UA,2014,10299.778
transport,UA,2015,8721.254
transport,UA,2016,9133.661
transport,UA,2017,9590.778
transport,UA,2018,9417.827
transport,UA,2019,10029.097
transport,UA,2020,8017.678
transport,UK,2009,41069.453
transport,UK,2010,40437.3
transport,UK,2011,39907.728
transport,UK,2012,39748.786
transport,UK,2013,39491.557
transport,UK,2014,40108.27
transport,UK,2015,40889.253
transport,UK,2016,41819.63
transport,UK,2017,41928.904
transport,UK,2018,41759.75
transport,UK,2019,41463.198
transport,XK,2009,341.556
transport,XK,2010,319.647
transport,XK,2011,330.601
transport,XK,2012,333.486
transport,XK,2013,270.401
transport,XK,2014,344.017
transport,XK,2015,380.384
transport,XK,2016,395.981
transport,XK,2017,410.191
transport,XK,2018,429.875
transport,XK,2019,428.184
transport,XK,2020,421.572
industry,AL,2009,282.307
industry,AL,2010,354.766
industry,AL,2011,379.51
industry,AL,2012,276.839
industry,AL,2013,281.451
industry,AL,2014,372.768
industry,AL,2015,301.176
industry,AL,2016,285.923
industry,AL,2017,405.514
industry,AL,2018,457.432
industry,AL,2019,366.407
industry,AL,2020,385.24
industry,AT,2009,7126.442
industry,AT,2010,7567.819
industry,AT,2011,7597.055
industry,AT,2012,7654.898
industry,AT,2013,7493.815
industry,AT,2014,7341.643
industry,AT,2015,7365.049
industry,AT,2016,7608.787
industry,AT,2017,7629.492
industry,AT,2018,7559.531
industry,AT,2019,7542.72
industry,AT,2020,7322.451
industry,BA,2014,717.286
industry,BA,2015,756.627
industry,BA,2016,754.104
industry,BA,2017,828.931
industry,BA,2018,863.498
industry,BA,2019,737.688
industry,BA,2020,604.742
industry,BE,2009,9646.804
industry,BE,2010,10956.415
industry,BE,2011,10560.732
industry,BE,2012,10535.124
industry,BE,2013,10770.704
industry,BE,2014,10605.158
industry,BE,2015,10609.864
industry,BE,2016,10663.329
industry,BE,2017,10468.998
industry,BE,2018,10707.991
industry,BE,2019,10334.863
industry,BE,2020,10023.236
industry,BG,2009,2442.063
industry,BG,2010,2549.961
industry,BG,2011,2696.44
industry,BG,2012,2566.576
industry,BG,2013,2595.527
industry,BG,2014,2617.523
industry,BG,2015,2719.641
industry,BG,2016,2655.459
industry,BG,2017,2757.516
industry,BG,2018,2736.144
industry,BG,2019,2678.806
industry,BG,2020,2646.35
industry,CY,2009,261.129
industry,CY,2010,236.322
industry,CY,2011,210.304
industry,CY,2012,173.464
industry,CY,2013,186.089
industry,CY,2014,225.539
industry,CY,2015,211.592
industry,CY,2016,215.369
industry,CY,2017,234.2
industry,CY,2018,227.688
industry,CY,2019,228.648
industry,CY,2020,244.646
industry,CZ,2009,7355.363
industry,CZ,2010,6888.698
industry,CZ,2011,6770.87
industry,CZ,2012,6721.828
industry,CZ,2013,6421.714
industry,CZ,2014,6325.607
industry,CZ,2015,6471.744
industry,CZ,2016,6407.645
industry,CZ,2017,6729.23
industry,CZ,2018,6694.234
industry,CZ,2019,6613.436
industry,CZ,2020,6554.352
industry,DE,2009,50487.292
industry,DE,2010,56668.914
industry,DE,2011,57409.744
industry,DE,2012,56712.955
industry,DE,2013,56347.486
industry,DE,2014,55725.644
industry,DE,2015,56067.59
industry,DE,2016,56677.082
industry,DE,2017,57146.089
industry,DE,2018,57090.092
industry,DE,2019,55649.346
industry,DE,2020,54188.966
industry,DK,2009,2353.089
industry,DK,2010,2447.235
industry,DK,2011,2442.845
industry,DK,2012,2303.859
industry,DK,2013,2179.683
industry,DK,2014,2120.897
industry,DK,2015,2109.643
industry,DK,2016,2165.897
industry,DK,2017,2284.765
industry,DK,2018,2318.721
industry,DK,2019,2257.326
industry,DK,2020,2304.254
industry,EE,2009,529.854
industry,EE,2010,577.671
industry,EE,2011,586.045
industry,EE,2012,564.247
industry,EE,2013,639.597
industry,EE,2014,555.819
industry,EE,2015,535.033
industry,EE,2016,457.757
industry,EE,2017,462.926
industry,EE,2018,487.808
industry,EE,2019,459.267
industry,EE,2020,407.97
industry,EL,2009,3462.364
industry,EL,2010,3472.811
industry,EL,2011,3322.823
industry,EL,2012,2995.491
industry,EL,2013,2835.531
industry,EL,2014,3088.3
industry,EL,2015,3128.446
industry,EL,2016,3073.122
industry,EL,2017,2762.817
industry,EL,2018,2738.854
industry,EL,2019,2587.606
industry,EL,2020,2523.498
industry,ES,2009,20698.891
industry,ES,2010,20781.483
industry,ES,2011,20627.827
industry,ES,2012,20107.728
industry,ES,2013,19601.617
industry,ES,2014,19311.864
industry,ES,2015,18691.281
industry,ES,2016,19897.234
industry,ES,2017,20394.457
industry,ES,2018,20666.439
industry,ES,2019,20642.726
industry,ES,2020,18840.56
industry,FI,2009,9373.885
industry,FI,2010,10714.785
industry,FI,2011,10520.526
industry,FI,2012,10235.612
industry,FI,2013,10270.316
industry,FI,2014,10218.631
industry,FI,2015,10208.687
industry,FI,2016,10531.027
industry,FI,2017,10696.042
industry,FI,2018,11065.527
industry,FI,2019,10963.152
industry,FI,2020,10248.233
industry,FR,2009,26277.824
industry,FR,2010,27739.167
industry,FR,2011,29667.704
industry,FR,2012,29419.823
industry,FR,2013,29384.605
industry,FR,2014,28116.135
industry,FR,2015,27886.627
industry,FR,2016,28584.483
industry,FR,2017,27589.636
industry,FR,2018,28197.729
industry,FR,2019,27500.35
industry,FR,2020,25798.379
industry,GE,2013,732.824
industry,GE,2014,759.094
industry,GE,2015,776.551
industry,GE,2016,747.355
industry,GE,2017,836.142
industry,GE,2018,868.278
industry,GE,2019,822.425
industry,GE,2020,783.177
industry,HR,2009,1372.061
industry,HR,2010,1329.298
industry,HR,2011,1246.281
industry,HR,2012,1098.882
industry,HR,2013,1075.385
industry,HR,2014,1066.757
industry,HR,2015,1056.526
industry,HR,2016,1057.393
industry,HR,2017,1148.118
industry,HR,2018,1161.853
industry,HR,2019,1172.434
industry,HR,2020,1171.209
industry,HU,2009,2424.57
industry,HU,2010,2604.791
industry,HU,2011,2998.149
industry,HU,2012,3182.392
industry,HU,2013,3725.701
industry,HU,2014,3705.025
industry,HU,2015,3867.221
industry,HU,2016,3995.724
industry,HU,2017,4282.774
industry,HU,2018,4453.878
industry,HU,2019,4460.455
industry,HU,2020,4431.346
industry,IE,2009,1852.092
industry,IE,2010,1854.207
industry,IE,2011,1730.153
industry,IE,2012,1727.191
industry,IE,2013,1806.749
industry,IE,2014,1994.607
industry,IE,2015,2006.61
industry,IE,2016,2082.813
industry,IE,2017,2164.59
industry,IE,2018,2259.307
industry,IE,2019,2248.457
industry,IE,2020,2166.932
industry,IS,2009,1307.81
industry,IS,2010,1299.919
industry,IS,2011,1324.183
industry,IS,2012,1359.322
industry,IS,2013,1424.41
industry,IS,2014,1442.055
industry,IS,2015,1460.048
industry,IS,2016,1344.211
industry,IS,2017,1394.304
industry,IS,2018,1401.396
industry,IS,2019,1315.423
industry,IS,2020,1298.425
industry,IT,2009,28552.887
industry,IT,2010,29014.718
industry,IT,2011,27744.858
industry,IT,2012,26948.704
industry,IT,2013,25353.587
industry,IT,2014,24739.085
industry,IT,2015,24853.372
industry,IT,2016,25088.949
industry,IT,2017,24925.749
industry,IT,2018,24663.854
industry,IT,2019,24928.486
industry,IT,2020,23861.103
industry,LT,2009,872.141
industry,LT,2010,949.629
industry,LT,2011,1013.346
industry,LT,2012,1071.759
industry,LT,2013,1037.327
industry,LT,2014,1033.722
industry,LT,2015,982.755
industry,LT,2016,988.969
industry,LT,2017,1070.927
industry,LT,2018,1106.588
industry,LT,2019,1113.763
industry,LT,2020,1024.34
industry,LU,2009,675.084
industry,LU,2010,753.212
industry,LU,2011,738.941
industry,LU,2012,693.133
industry,LU,2013,662.241
industry,LU,2014,662.991
industry,LU,2015,645.852
industry,LU,2016,672.673
industry,LU,2017,630.695
industry,LU,2018,648.871
industry,LU,2019,631.731
industry,LU,2020,584.698
industry,LV,2009,651.715
industry,LV,2010,773.847
industry,LV,2011,747.755
industry,LV,2012,827.436
industry,LV,2013,767.643
industry,LV,2014,791.158
industry,LV,2015,787.78
industry,LV,2016,748.954
industry,LV,2017,793.356
industry,LV,2018,897.892
industry,LV,2019,852.758
industry,LV,2020,870.923
industry,MD,2010,224.763
industry,MD,2011,232.392
industry,MD,2012,234.103
industry,MD,2013,250.298
industry,MD,2014,227.156
industry,MD,2015,212.33
industry,MD,2016,196.056
industry,MD,2017,211.736
industry,MD,2018,248.859
industry,MD,2019,231.631
industry,MD,2020,224.29
industry,ME,2009,233.276
industry,ME,2010,199.25
industry,ME,2011,226.735
industry,ME,2012,203.208
industry,ME,2013,183.351
industry,ME,2014,133.191
industry,ME,2015,131.817
industry,ME,2016,120.024
industry,ME,2017,139.009
industry,ME,2018,135.524
industry,ME,2019,137.222
industry,ME,2020,133.129
industry,MK,2009,427.237
industry,MK,2010,542.23
industry,MK,2011,633.919
industry,MK,2012,579.083
industry,MK,2013,555.332
industry,MK,2014,517.614
industry,MK,2015,474.779
industry,MK,2016,441.263
industry,MK,2017,388.256
industry,MK,2018,412.335
industry,MK,2019,450.049
industry,MK,2020,463.322
industry,MT,2009,51.93
industry,MT,2010,44.12
industry,MT,2011,39.867
industry,MT,2012,43.762
industry,MT,2013,52.23
industry,MT,2014,55.495
industry,MT,2015,55.139
industry,MT,2016,54.925
industry,MT,2017,57.156
industry,MT,2018,54.883
industry,MT,2019,56.767
industry,MT,2020,58.423
industry,NL,2009,13364.817
industry,NL,2010,14419.099
industry,NL,2011,13868.099
industry,NL,2012,13680.315
industry,NL,2013,13501.601
industry,NL,2014,13236.577
industry,NL,2015,12922.328
industry,NL,2016,13547.016
industry,NL,2017,13612.266
industry,NL,2018,13465.281
industry,NL,2019,13043.89
industry,NL,2020,13118.37
industry,NO,2009,5491.896
industry,NO,2010,6253.211
industry,NO,2011,6250.184
industry,NO,2012,6033.135
industry,NO,2013,6049.522
industry,NO,2014,5942.082
industry,NO,2015,5984.277
industry,NO,2016,5993.18
industry,NO,2017,6103.478
industry,NO,2018,6248.278
industry,NO,2019,6258.222
industry,NO,2020,6321.49
industry,PL,2009,12823.318
industry,PL,2010,13499.29
industry,PL,2011,13961.482
industry,PL,2012,13733.264
industry,PL,2013,14210.705
industry,PL,2014,14153.252
industry,PL,2015,14095.62
industry,PL,2016,14652.42
industry,PL,2017,15819.88
industry,PL,2018,16327.935
industry,PL,2019,16492.204
industry,PL,2020,15921.165
industry,PT,2009,5213.596
industry,PT,2010,5456.022
industry,PT,2011,5351.641
industry,PT,2012,4606.171
industry,PT,2013,4598.647
industry,PT,2014,4405.499
industry,PT,2015,4411.521
industry,PT,2016,4381.447
industry,PT,2017,4525.297
industry,PT,2018,4554.961
industry,PT,2019,4618.957
industry,PT,2020,4503.027
industry,RO,2009,6144.626
industry,RO,2010,6484.195
industry,RO,2011,7059.692
industry,RO,2012,6748.255
industry,RO,2013,6272.845
industry,RO,2014,6427.425
industry,RO,2015,6418.898
industry,RO,2016,6263.796
industry,RO,2017,6437.729
industry,RO,2018,6612.433
industry,RO,2019,6661.063
industry,RO,2020,6437.031
industry,RS,2009,1992.663
industry,RS,2010,2428.856
industry,RS,2011,2740.411
industry,RS,2012,2463.907
industry,RS,2013,2395.892
industry,RS,2014,1955.64
industry,RS,2015,2046.575
industry,RS,2016,2174.147
industry,RS,2017,2266.02
industry,RS,2018,2397.904
industry,RS,2019,2183.785
industry,RS,2020,1966.405
industry,SE,2009,10894.581
industry,SE,2010,11649.777
industry,SE,2011,11290.404
industry,SE,2012,11244.099
industry,SE,2013,11029.728
industry,SE,2014,10799.075
industry,SE,2015,11019.17
industry,SE,2016,10971.244
industry,SE,2017,10917.194
industry,SE,2018,11013.378
industry,SE,2019,10891.752
industry,SE,2020,11562.254
industry,SI,2009,1221.108
industry,SI,2010,1274.056
industry,SI,2011,1236.892
industry,SI,2012,1207.414
industry,SI,2013,1197.651
industry,SI,2014,1231.213
industry,SI,2015,1228.021
industry,SI,2016,1242.337
industry,SI,2017,1295.612
industry,SI,2018,1319.206
industry,SI,2019,1322.211
industry,SI,2020,1259.997
industry,SK,2009,3118.543
industry,SK,2010,3224.086
industry,SK,2011,3255.331
industry,SK,2012,3233.817
industry,SK,2013,3114.817
industry,SK,2014,3241.628
industry,SK,2015,3333.371
industry,SK,2016,3308.576
industry,SK,2017,3452.442
industry,SK,2018,3662.539
industry,SK,2019,3463.68
industry,SK,2020,3138.177
industry,TR,2009,18944.871
industry,TR,2010,22315.535
industry,TR,2011,24891.605
industry,TR,2012,25566.818
industry,TR,2013,24029.04
industry,TR,2014,25101.897
industry,TR,2015,26109.622
industry,TR,2016,26330.093
industry,TR,2017,32121.826
industry,TR,2018,32331.058
industry,TR,2019,30491.713
industry,TR,2020,32577.26
industry,UA,2009,22236.711
industry,UA,2010,24938.886
industry,UA,2011,25810.737
industry,UA,2012,23981.954
industry,UA,2013,21841.758
industry,UA,2014,20568.374
industry,UA,2015,16377.631
industry,UA,2016,15512.409
industry,UA,2017,15094.859
industry,UA,2018,16416.222
industry,UA,2019,16126.577
industry,UA,2020,15979.57
industry,UK,2009,24360.055
industry,UK,2010,25596.576
industry,UK,2011,23952.179
industry,UK,2012,23613.28
industry,UK,2013,23643.762
industry,UK,2014,22967.703
industry,UK,2015,23060.44
industry,UK,2016,21304.966
industry,UK,2017,21625.725
industry,UK,2018,21689.348
industry,UK,2019,21118.796
industry,XK,2009,241.752
industry,XK,2010,277.582
industry,XK,2011,307.986
industry,XK,2012,273.752
industry,XK,2013,262.9
industry,XK,2014,245.253
industry,XK,2015,307.181
industry,XK,2016,281.257
industry,XK,2017,313.24
industry,XK,2018,281.795
industry,XK,2019,299.97
industry,XK,2020,302.386
household,AL,2009,487.171
household,AL,2010,489.039
household,AL,2011,498.28
household,AL,2012,509.086
household,AL,2013,580.003
household,AL,2014,556.243
household,AL,2015,532.287
household,AL,2016,496.35
household,AL,2017,492.58
household,AL,2018,510.484
household,AL,2019,504.986
household,AL,2020,541.03
household,AT,2009,6492.475
household,AT,2010,7070.224
household,AT,2011,6551.691
household,AT,2012,6677.912
household,AT,2013,6923.356
household,AT,2014,6239.87
household,AT,2015,6631.937
household,AT,2016,6909.468
household,AT,2017,6955.601
household,AT,2018,6531.091
household,AT,2019,6677.534
household,AT,2020,6683.075
household,BA,2014,980.816
household,BA,2015,1113.03
household,BA,2016,1139.361
household,BA,2017,1045.641
household,BA,2018,1719.424
household,BA,2019,1686.605
household,BA,2020,1800.213
household,BE,2009,8649.642
household,BE,2010,9623.737
household,BE,2011,8017.36
household,BE,2012,8492.49
household,BE,2013,9122.367
household,BE,2014,7452.761
household,BE,2015,8235.112
household,BE,2016,8271.116
household,BE,2017,8143.814
household,BE,2018,8064.398
household,BE,2019,7856.408
household,BE,2020,7934.525
household,BG,2009,2114.011
household,BG,2010,2243.338
household,BG,2011,2374.281
household,BG,2012,2352.559
household,BG,2013,2241.036
household,BG,2014,2164.991
household,BG,2015,2192.912
household,BG,2016,2252.111
household,BG,2017,2318.715
household,BG,2018,2229.672
household,BG,2019,2162.252
household,BG,2020,2382.245
household,CY,2009,358.796
household,CY,2010,336.524
household,CY,2011,356.538
household,CY,2012,351.763
household,CY,2013,306.622
household,CY,2014,293.742
household,CY,2015,326.614
household,CY,2016,335.594
household,CY,2017,345.146
household,CY,2018,337.179
household,CY,2019,362.606
household,CY,2020,364.493
household,CZ,2009,6656.571
household,CZ,2010,7440.711
household,CZ,2011,6863.723
household,CZ,2012,7115.57
household,CZ,2013,7269.133
household,CZ,2014,6554.173
household,CZ,2015,6769.51
household,CZ,2016,7090.172
household,CZ,2017,7202.965
household,CZ,2018,7042.708
household,CZ,2019,6963.387
household,CZ,2020,7148.052
household,DE,2009,59464.701
household,DE,2010,63839.122
household,DE,2011,56020.249
household,DE,2012,59188.124
