year,source,target,value
2014,CZ,biofuel_exports,138.161
2015,CZ,biofuel_exports,214.597
2016,CZ,biofuel_exports,276.776
2017,CZ,biofuel_exports,294.278
2018,CZ,biofuel_exports,319.773
2019,CZ,biofuel_exports,292.608
2020,CZ,biofuel_exports,352.175
total,CZ,biofuel_exports,2258.368
2011,DK,biofuel_exports,0.0
2012,DK,biofuel_exports,0.0
2013,DK,biofuel_exports,0.0
2014,DK,biofuel_exports,0.0
2015,DK,biofuel_exports,0.0
2016,DK,biofuel_exports,0.0
2017,DK,biofuel_exports,0.0
2018,DK,biofuel_exports,0.0
2019,DK,biofuel_exports,0.0
2020,DK,biofuel_exports,0.0
total,DK,biofuel_exports,0.0
2011,DE,biofuel_exports,692.0
2012,DE,biofuel_exports,849.0
2013,DE,biofuel_exports,720.0
2014,DE,biofuel_exports,683.0
2015,DE,biofuel_exports,688.0
2016,DE,biofuel_exports,365.0
2017,DE,biofuel_exports,490.0
2018,DE,biofuel_exports,641.0
2019,DE,biofuel_exports,771.0
2020,DE,biofuel_exports,801.0
total,DE,biofuel_exports,6700.0
2011,EE,biofuel_exports,362.834
2012,EE,biofuel_exports,361.655
2013,EE,biofuel_exports,622.173
2014,EE,biofuel_exports,784.265
2015,EE,biofuel_exports,883.291
2016,EE,biofuel_exports,1142.466
2017,EE,biofuel_exports,1119.9
2018,EE,biofuel_exports,1308.927
2019,EE,biofuel_exports,1472.3
2020,EE,biofuel_exports,1085.0
total,EE,biofuel_exports,9142.811
2011,IE,biofuel_exports,0.0
2012,IE,biofuel_exports,0.0
2013,IE,biofuel_exports,0.0
2014,IE,biofuel_exports,0.0
2015,IE,biofuel_exports,0.0
2016,IE,biofuel_exports,0.0
2017,IE,biofuel_exports,0.0
2018,IE,biofuel_exports,0.0
2019,IE,biofuel_exports,0.0
2020,IE,biofuel_exports,0.0
total,IE,biofuel_exports,0.0
2011,EL,biofuel_exports,0.018
2012,EL,biofuel_exports,0.0
2013,EL,biofuel_exports,0.217
2014,EL,biofuel_exports,0.67
2015,EL,biofuel_exports,0.85
2016,EL,biofuel_exports,0.184
2017,EL,biofuel_exports,12.521
2018,EL,biofuel_exports,8.97
2019,EL,biofuel_exports,3.588
2020,EL,biofuel_exports,2.547
total,EL,biofuel_exports,29.565
2011,ES,biofuel_exports,0.0
2012,ES,biofuel_exports,0.0
2013,ES,biofuel_exports,0.0
2014,ES,biofuel_exports,39.711
2015,ES,biofuel_exports,0.0
2016,ES,biofuel_exports,0.0
2017,ES,biofuel_exports,0.0
2018,ES,biofuel_exports,0.0
2019,ES,biofuel_exports,0.0
2020,ES,biofuel_exports,0.0
total,ES,biofuel_exports,39.711
2011,FR,biofuel_exports,0.0
2012,FR,biofuel_exports,101.27
2013,FR,biofuel_exports,151.866
2014,FR,biofuel_exports,123.748
2015,FR,biofuel_exports,199.098
2016,FR,biofuel_exports,191.934
2017,FR,biofuel_exports,185.743
2018,FR,biofuel_exports,196.61
2019,FR,biofuel_exports,123.566
2020,FR,biofuel_exports,96.536
total,FR,biofuel_exports,1370.371
2011,HR,biofuel_exports,0.0
2012,HR,biofuel_exports,136.144
2013,HR,biofuel_exports,159.25
2014,HR,biofuel_exports,139.195
2015,HR,biofuel_exports,188.847
2016,HR,biofuel_exports,198.238
2017,HR,biofuel_exports,234.882
2018,HR,biofuel_exports,217.5
2019,HR,biofuel_exports,235.1
2020,HR,biofuel_exports,246.3
total,HR,biofuel_exports,1755.456
2011,IT,biofuel_exports,3.289
2012,IT,biofuel_exports,2.559
2013,IT,biofuel_exports,5.977
2014,IT,biofuel_exports,8.272
2015,IT,biofuel_exports,9.546
2016,IT,biofuel_exports,13.732
2017,IT,biofuel_exports,21.531
2018,IT,biofuel_exports,11.861
2019,IT,biofuel_exports,9.029
2020,IT,biofuel_exports,7.85
total,IT,biofuel_exports,93.646
2011,CY,biofuel_exports,0.0
2012,CY,biofuel_exports,0.0
2013,CY,biofuel_exports,0.0
2014,CY,biofuel_exports,0.0
2015,CY,biofuel_exports,0.0
2016,CY,biofuel_exports,0.0
2017,CY,biofuel_exports,0.0
2018,CY,biofuel_exports,0.0
2019,CY,biofuel_exports,0.0
2020,CY,biofuel_exports,0.0
total,CY,biofuel_exports,0.0
2011,LV,biofuel_exports,664.005
2012,LV,biofuel_exports,901.959
2013,LV,biofuel_exports,1055.755
2014,LV,biofuel_exports,1290.348
2015,LV,biofuel_exports,1553.238
2016,LV,biofuel_exports,1626.602
2017,LV,biofuel_exports,1605.965
2018,LV,biofuel_exports,1764.434
2019,LV,biofuel_exports,2230.981
2020,LV,biofuel_exports,2303.859
total,LV,biofuel_exports,14997.146
2011,LT,biofuel_exports,0.0
2012,LT,biofuel_exports,264.996
2013,LT,biofuel_exports,321.479
2014,LT,biofuel_exports,298.202
2015,LT,biofuel_exports,310.303
2016,LT,biofuel_exports,307.004
2017,LT,biofuel_exports,403.23
2018,LT,biofuel_exports,476.3
2019,LT,biofuel_exports,581.0
2020,LT,biofuel_exports,379.4
total,LT,biofuel_exports,3341.914
2011,LU_CAP,biofuel_exports,4.181
2012,LU_CAP,biofuel_exports,4.566
2013,LU_CAP,biofuel_exports,7.373
2014,LU_CAP,biofuel_exports,3.773
2015,LU_CAP,biofuel_exports,12.592
2016,LU_CAP,biofuel_exports,31.978
2017,LU_CAP,biofuel_exports,27.63
2018,LU_CAP,biofuel_exports,25.885
2019,LU_CAP,biofuel_exports,19.842
2020,LU_CAP,biofuel_exports,28.346
total,LU_CAP,biofuel_exports,166.166
2011,HU,biofuel_exports,0.0
2012,HU,biofuel_exports,0.0
2013,HU,biofuel_exports,0.0
2014,HU,biofuel_exports,0.0
2015,HU,biofuel_exports,0.0
2016,HU,biofuel_exports,0.0
2017,HU,biofuel_exports,0.0
2018,HU,biofuel_exports,0.0
2019,HU,biofuel_exports,0.0
2020,HU,biofuel_exports,0.0
total,HU,biofuel_exports,0.0
2011,MT001,biofuel_exports,0.0
2012,MT001,biofuel_exports,0.0
2013,MT001,biofuel_exports,0.0
2014,MT001,biofuel_exports,0.0
2015,MT001,biofuel_exports,0.0
2016,MT001,biofuel_exports,0.0
2017,MT001,biofuel_exports,0.0
2018,MT001,biofuel_exports,0.0
2019,MT001,biofuel_exports,0.0
2020,MT001,biofuel_exports,0.0
total,MT001,biofuel_exports,0.0
2011,NL,biofuel_exports,0.0
2012,NL,biofuel_exports,54.0
2013,NL,biofuel_exports,141.0
2014,NL,biofuel_exports,198.0
2015,NL,biofuel_exports,184.0
2016,NL,biofuel_exports,158.0
2017,NL,biofuel_exports,157.0
2018,NL,biofuel_exports,185.0
2019,NL,biofuel_exports,187.0
2020,NL,biofuel_exports,239.001
total,NL,biofuel_exports,1503.001
2011,AT,biofuel_exports,712.009
2012,AT,biofuel_exports,662.846
2013,AT,biofuel_exports,717.707
2014,AT,biofuel_exports,487.488
2015,AT,biofuel_exports,559.126
2016,AT,biofuel_exports,609.525
2017,AT,biofuel_exports,671.129
2018,AT,biofuel_exports,840.124
2019,AT,biofuel_exports,819.762
2020,AT,biofuel_exports,872.228
total,AT,biofuel_exports,6951.944
2011,PL,biofuel_exports,0.0
2012,PL,biofuel_exports,0.0
2013,PL,biofuel_exports,0.0
2014,PL,biofuel_exports,0.0
2015,PL,biofuel_exports,0.0
2016,PL,biofuel_exports,0.0
2017,PL,biofuel_exports,0.0
2018,PL,biofuel_exports,0.0
2019,PL,biofuel_exports,0.0
2020,PL,biofuel_exports,0.0
total,PL,biofuel_exports,0.0
2011,PT,biofuel_exports,535.457
2012,PT,biofuel_exports,603.0
2013,PT,biofuel_exports,818.981
2014,PT,biofuel_exports,797.422
2015,PT,biofuel_exports,693.694
2016,PT,biofuel_exports,621.282
2017,PT,biofuel_exports,513.862
2018,PT,biofuel_exports,611.613
2019,PT,biofuel_exports,729.351
2020,PT,biofuel_exports,698.948
total,PT,biofuel_exports,6623.61
2011,RO,biofuel_exports,0.0
2012,RO,biofuel_exports,563.175
2013,RO,biofuel_exports,457.49
2014,RO,biofuel_exports,412.941
2015,RO,biofuel_exports,323.325
2016,RO,biofuel_exports,261.106
2017,RO,biofuel_exports,154.258
2018,RO,biofuel_exports,139.453
2019,RO,biofuel_exports,240.201
2020,RO,biofuel_exports,388.883
total,RO,biofuel_exports,2940.832
2011,SI,biofuel_exports,0.0
2012,SI,biofuel_exports,0.0
2013,SI,biofuel_exports,0.0
2014,SI,biofuel_exports,0.0
2015,SI,biofuel_exports,0.0
2016,SI,biofuel_exports,0.0
2017,SI,biofuel_exports,0.0
2018,SI,biofuel_exports,0.0
2019,SI,biofuel_exports,0.0
2020,SI,biofuel_exports,0.0
total,SI,biofuel_exports,0.0
2011,SK,biofuel_exports,0.0
2012,SK,biofuel_exports,0.0
2013,SK,biofuel_exports,0.0
2014,SK,biofuel_exports,0.0
2015,SK,biofuel_exports,0.0
2016,SK,biofuel_exports,0.0
2017,SK,biofuel_exports,0.0
2018,SK,biofuel_exports,0.0
2019,SK,biofuel_exports,0.0
2020,SK,biofuel_exports,167.0
total,SK,biofuel_exports,167.0
2011,FI,biofuel_exports,135.785
2012,FI,biofuel_exports,61.184
2013,FI,biofuel_exports,78.239
2014,FI,biofuel_exports,55.968
2015,FI,biofuel_exports,59.812
2016,FI,biofuel_exports,34.466
2017,FI,biofuel_exports,37.339
2018,FI,biofuel_exports,43.215
2019,FI,biofuel_exports,29.85
2020,FI,biofuel_exports,7.185
total,FI,biofuel_exports,543.043
2011,SE,biofuel_exports,0.0
2012,SE,biofuel_exports,200.902
2013,SE,biofuel_exports,168.949
2014,SE,biofuel_exports,253.056
2015,SE,biofuel_exports,248.098
2016,SE,biofuel_exports,239.71
2017,SE,biofuel_exports,200.0
2018,SE,biofuel_exports,154.0
2019,SE,biofuel_exports,115.0
2020,SE,biofuel_exports,138.0
total,SE,biofuel_exports,1717.715
2011,IS,biofuel_exports,0.0
2012,IS,biofuel_exports,0.0
2013,IS,biofuel_exports,0.0
2014,IS,biofuel_exports,0.0
2015,IS,biofuel_exports,0.0
2016,IS,biofuel_exports,0.0
2017,IS,biofuel_exports,0.0
2018,IS,biofuel_exports,0.0
2019,IS,biofuel_exports,0.0
2020,IS,biofuel_exports,0.0
total,IS,biofuel_exports,0.0
2014,LI000,biofuel_exports,0.0
2015,LI000,biofuel_exports,0.0
2016,LI000,biofuel_exports,0.0
2017,LI000,biofuel_exports,0.0
2018,LI000,biofuel_exports,0.0
2019,LI000,biofuel_exports,0.0
2020,LI000,biofuel_exports,0.0
total,LI000,biofuel_exports,0.0
2011,NO,biofuel_exports,0.0
2012,NO,biofuel_exports,0.0
2013,NO,biofuel_exports,0.0
2014,NO,biofuel_exports,0.0
2015,NO,biofuel_exports,0.0
2016,NO,biofuel_exports,0.0
2017,NO,biofuel_exports,0.0
2018,NO,biofuel_exports,0.0
2019,NO,biofuel_exports,0.0
2020,NO,biofuel_exports,0.0
total,NO,biofuel_exports,0.0
2011,UK,biofuel_exports,41.3
2012,UK,biofuel_exports,53.621
2013,UK,biofuel_exports,105.756
2014,UK,biofuel_exports,98.284
2015,UK,biofuel_exports,88.141
2016,UK,biofuel_exports,21.703
2017,UK,biofuel_exports,127.0
2018,UK,biofuel_exports,62.0
2019,UK,biofuel_exports,32.0
total,UK,biofuel_exports,629.805
2011,ME,biofuel_exports,0.0
2012,ME,biofuel_exports,0.0
2013,ME,biofuel_exports,0.0
2014,ME,biofuel_exports,2.911
2015,ME,biofuel_exports,12.314
2016,ME,biofuel_exports,17.955
2017,ME,biofuel_exports,37.154
2018,ME,biofuel_exports,47.5
2019,ME,biofuel_exports,71.3
2020,ME,biofuel_exports,69.6
total,ME,biofuel_exports,258.734
2011,MK,biofuel_exports,0.0
2012,MK,biofuel_exports,0.0
2013,MK,biofuel_exports,0.0
2014,MK,biofuel_exports,0.0
2015,MK,biofuel_exports,0.0
2016,MK,biofuel_exports,0.0
2017,MK,biofuel_exports,0.0
2018,MK,biofuel_exports,0.0
2019,MK,biofuel_exports,0.0
2020,MK,biofuel_exports,0.0
total,MK,biofuel_exports,0.0
2011,AL,biofuel_exports,0.0
2012,AL,biofuel_exports,0.0
2013,AL,biofuel_exports,0.0
2014,AL,biofuel_exports,0.0
2015,AL,biofuel_exports,26.526
2016,AL,biofuel_exports,2.3
2017,AL,biofuel_exports,0.0
2018,AL,biofuel_exports,0.0
2019,AL,biofuel_exports,0.0
2020,AL,biofuel_exports,27.06
total,AL,biofuel_exports,55.886
2011,RS,biofuel_exports,49.038
2012,RS,biofuel_exports,50.241
2013,RS,biofuel_exports,100.765
2014,RS,biofuel_exports,89.587
2015,RS,biofuel_exports,86.028
2016,RS,biofuel_exports,87.183
2017,RS,biofuel_exports,82.978
2018,RS,biofuel_exports,108.261
2019,RS,biofuel_exports,80.1
2020,RS,biofuel_exports,78.782
total,RS,biofuel_exports,812.963
2011,TR,biofuel_exports,0.0
2012,TR,biofuel_exports,0.0
2013,TR,biofuel_exports,0.0
2014,TR,biofuel_exports,0.0
2015,TR,biofuel_exports,0.0
2016,TR,biofuel_exports,0.0
2017,TR,biofuel_exports,0.0
2018,TR,biofuel_exports,0.0
2019,TR,biofuel_exports,0.0
2020,TR,biofuel_exports,0.0
total,TR,biofuel_exports,0.0
2014,BA,biofuel_exports,172.0
2015,BA,biofuel_exports,137.0
2016,BA,biofuel_exports,135.0
2017,BA,biofuel_exports,94.0
2018,BA,biofuel_exports,82.0
2019,BA,biofuel_exports,70.0
2020,BA,biofuel_exports,61.0
total,BA,biofuel_exports,751.0
2011,XK,biofuel_exports,0.0
2012,XK,biofuel_exports,0.0
2013,XK,biofuel_exports,0.0
2014,XK,biofuel_exports,0.0
2015,XK,biofuel_exports,0.0
2016,XK,biofuel_exports,0.0
2017,XK,biofuel_exports,0.0
2018,XK,biofuel_exports,0.0
2019,XK,biofuel_exports,0.0
2020,XK,biofuel_exports,0.0
total,XK,biofuel_exports,0.0
2011,MD,biofuel_exports,0.0
2012,MD,biofuel_exports,0.0
2013,MD,biofuel_exports,0.001
2014,MD,biofuel_exports,0.009
2015,MD,biofuel_exports,0.005
2016,MD,biofuel_exports,0.0
2017,MD,biofuel_exports,0.0
2018,MD,biofuel_exports,0.0
2019,MD,biofuel_exports,1.0
2020,MD,biofuel_exports,53.0
total,MD,biofuel_exports,54.015
2011,UA,biofuel_exports,0.0
2012,UA,biofuel_exports,0.0
2013,UA,biofuel_exports,0.0
2014,UA,biofuel_exports,245.971
2015,UA,biofuel_exports,263.979
2016,UA,biofuel_exports,303.353
2017,UA,biofuel_exports,389.0
2018,UA,biofuel_exports,570.0
2019,UA,biofuel_exports,695.692
2020,UA,biofuel_exports,639.1
total,UA,biofuel_exports,3107.095
2013,GE,biofuel_exports,0.0
2014,GE,biofuel_exports,0.0
2015,GE,biofuel_exports,0.0
2016,GE,biofuel_exports,0.0
2017,GE,biofuel_exports,0.0
2018,GE,biofuel_exports,0.0
2019,GE,biofuel_exports,0.0
2020,GE,biofuel_exports,0.0
total,GE,biofuel_exports,0.0
2011,BE,oil_petroleum_exports,24267.0
2012,BE,oil_petroleum_exports,26767.0
2013,BE,oil_petroleum_exports,27328.0
2014,BE,oil_petroleum_exports,29542.0
2015,BE,oil_petroleum_exports,29223.0
2016,BE,oil_petroleum_exports,29369.0
2017,BE,oil_petroleum_exports,33809.0
2018,BE,oil_petroleum_exports,32560.0
2019,BE,oil_petroleum_exports,32364.3
2020,BE,oil_petroleum_exports,26671.5
total,BE,oil_petroleum_exports,291900.8
2011,BG,oil_petroleum_exports,3539.0
2012,BG,oil_petroleum_exports,4130.0
2013,BG,oil_petroleum_exports,4430.0
2014,BG,oil_petroleum_exports,4020.0
2015,BG,oil_petroleum_exports,4452.0
2016,BG,oil_petroleum_exports,4571.0
2017,BG,oil_petroleum_exports,4799.85
2018,BG,oil_petroleum_exports,3537.367
2019,BG,oil_petroleum_exports,4268.074
2020,BG,oil_petroleum_exports,2849.446
total,BG,oil_petroleum_exports,40596.737
2011,CZ,oil_petroleum_exports,1592.0
2012,CZ,oil_petroleum_exports,1706.0
2013,CZ,oil_petroleum_exports,1784.0
2014,CZ,oil_petroleum_exports,2039.0
2015,CZ,oil_petroleum_exports,2493.0
2016,CZ,oil_petroleum_exports,2253.0
2017,CZ,oil_petroleum_exports,2454.0
2018,CZ,oil_petroleum_exports,2287.0
2019,CZ,oil_petroleum_exports,2286.0
2020,CZ,oil_petroleum_exports,1854.0
total,CZ,oil_petroleum_exports,20748.0
2011,DK,oil_petroleum_exports,13179.0
2012,DK,oil_petroleum_exports,12553.0
2013,DK,oil_petroleum_exports,13362.0
2014,DK,oil_petroleum_exports,12530.0
2015,DK,oil_petroleum_exports,13477.668
2016,DK,oil_petroleum_exports,12881.724
2017,DK,oil_petroleum_exports,10844.473
2018,DK,oil_petroleum_exports,9423.453
2019,DK,oil_petroleum_exports,8829.198
2020,DK,oil_petroleum_exports,8199.536
total,DK,oil_petroleum_exports,115280.052
2011,DE,oil_petroleum_exports,18410.0
2012,DE,oil_petroleum_exports,18882.0
2013,DE,oil_petroleum_exports,20231.0
2014,DE,oil_petroleum_exports,21266.0
2015,DE,oil_petroleum_exports,22635.0
2016,DE,oil_petroleum_exports,22934.0
2017,DE,oil_petroleum_exports,23497.0
2018,DE,oil_petroleum_exports,22641.0
2019,DE,oil_petroleum_exports,22156.0
2020,DE,oil_petroleum_exports,22345.0
total,DE,oil_petroleum_exports,214997.0
2011,EE,oil_petroleum_exports,432.0
2012,EE,oil_petroleum_exports,1336.0
2013,EE,oil_petroleum_exports,746.0
2014,EE,oil_petroleum_exports,1147.6
2015,EE,oil_petroleum_exports,1101.0
2016,EE,oil_petroleum_exports,1115.38
2017,EE,oil_petroleum_exports,1340.71
2018,EE,oil_petroleum_exports,1749.79
2019,EE,oil_petroleum_exports,1639.53
2020,EE,oil_petroleum_exports,1922.1
total,EE,oil_petroleum_exports,12530.11
2011,IE,oil_petroleum_exports,1628.841
2012,IE,oil_petroleum_exports,1772.286
2013,IE,oil_petroleum_exports,1241.109
2014,IE,oil_petroleum_exports,1287.117
2015,IE,oil_petroleum_exports,1771.577
2016,IE,oil_petroleum_exports,1634.076
2017,IE,oil_petroleum_exports,1856.755
2018,IE,oil_petroleum_exports,1692.736
2019,IE,oil_petroleum_exports,1493.637
2020,IE,oil_petroleum_exports,1518.723
total,IE,oil_petroleum_exports,15896.857
2011,EL,oil_petroleum_exports,9564.0
2012,EL,oil_petroleum_exports,12407.0
2013,EL,oil_petroleum_exports,14182.0
2014,EL,oil_petroleum_exports,15553.0
2015,EL,oil_petroleum_exports,16236.0
2016,EL,oil_petroleum_exports,18223.0
2017,EL,oil_petroleum_exports,19136.377
2018,EL,oil_petroleum_exports,20189.359
2019,EL,oil_petroleum_exports,18362.069
2020,EL,oil_petroleum_exports,18808.987
total,EL,oil_petroleum_exports,162661.792
2011,ES,oil_petroleum_exports,13054.0
2012,ES,oil_petroleum_exports,19539.0
2013,ES,oil_petroleum_exports,22278.0
2014,ES,oil_petroleum_exports,21666.0
2015,ES,oil_petroleum_exports,23243.0
2016,ES,oil_petroleum_exports,25130.0
2017,ES,oil_petroleum_exports,27578.0
2018,ES,oil_petroleum_exports,25500.0
2019,ES,oil_petroleum_exports,23879.0
2020,ES,oil_petroleum_exports,22920.0
total,ES,oil_petroleum_exports,224787.0
2011,FR,oil_petroleum_exports,21367.0
2012,FR,oil_petroleum_exports,19787.0
2013,FR,oil_petroleum_exports,19028.0
2014,FR,oil_petroleum_exports,19187.0
2015,FR,oil_petroleum_exports,21203.0
2016,FR,oil_petroleum_exports,20595.0
2017,FR,oil_petroleum_exports,20333.0
2018,FR,oil_petroleum_exports,20007.438
2019,FR,oil_petroleum_exports,17301.554
2020,FR,oil_petroleum_exports,12996.151
total,FR,oil_petroleum_exports,191805.143
2011,HR,oil_petroleum_exports,1572.0
2012,HR,oil_petroleum_exports,1554.0
2013,HR,oil_petroleum_exports,1536.0
2014,HR,oil_petroleum_exports,1544.0
2015,HR,oil_petroleum_exports,1854.0
2016,HR,oil_petroleum_exports,2076.0
2017,HR,oil_petroleum_exports,2484.0
2018,HR,oil_petroleum_exports,2425.5
2019,HR,oil_petroleum_exports,2288.1
2020,HR,oil_petroleum_exports,2328.7
total,HR,oil_petroleum_exports,19662.3
2011,IT,oil_petroleum_exports,27068.0
2012,IT,oil_petroleum_exports,29862.0
2013,IT,oil_petroleum_exports,24452.0
2014,IT,oil_petroleum_exports,20896.0
2015,IT,oil_petroleum_exports,27924.0
2016,IT,oil_petroleum_exports,29505.0
2017,IT,oil_petroleum_exports,31743.706
2018,IT,oil_petroleum_exports,29519.629
2019,IT,oil_petroleum_exports,27747.757
2020,IT,oil_petroleum_exports,23432.843
total,IT,oil_petroleum_exports,272150.935
2011,CY,oil_petroleum_exports,0.0
2012,CY,oil_petroleum_exports,0.0
2013,CY,oil_petroleum_exports,0.0
2014,CY,oil_petroleum_exports,0.0
2015,CY,oil_petroleum_exports,23.0
2016,CY,oil_petroleum_exports,16.0
2017,CY,oil_petroleum_exports,0.0
2018,CY,oil_petroleum_exports,0.0
2019,CY,oil_petroleum_exports,0.0
2020,CY,oil_petroleum_exports,0.0
total,CY,oil_petroleum_exports,39.0
2011,LV,oil_petroleum_exports,457.0
2012,LV,oil_petroleum_exports,517.0
2013,LV,oil_petroleum_exports,676.0
2014,LV,oil_petroleum_exports,818.0
2015,LV,oil_petroleum_exports,949.0
2016,LV,oil_petroleum_exports,807.0
2017,LV,oil_petroleum_exports,749.949
2018,LV,oil_petroleum_exports,868.604
2019,LV,oil_petroleum_exports,479.113
2020,LV,oil_petroleum_exports,287.66
total,LV,oil_petroleum_exports,6609.326
2011,LT,oil_petroleum_exports,7827.0
2012,LT,oil_petroleum_exports,7681.0
2013,LT,oil_petroleum_exports,8305.0
2014,LT,oil_petroleum_exports,6970.0
2015,LT,oil_petroleum_exports,8340.0
2016,LT,oil_petroleum_exports,8536.0
2017,LT,oil_petroleum_exports,8257.9
2018,LT,oil_petroleum_exports,7577.0
2019,LT,oil_petroleum_exports,7502.3
2020,LT,oil_petroleum_exports,5800.7
total,LT,oil_petroleum_exports,76796.9
2011,LU_CAP,oil_petroleum_exports,6.333
2012,LU_CAP,oil_petroleum_exports,9.133
2013,LU_CAP,oil_petroleum_exports,8.354
2014,LU_CAP,oil_petroleum_exports,5.866
2015,LU_CAP,oil_petroleum_exports,6.686
2016,LU_CAP,oil_petroleum_exports,11.195
2017,LU_CAP,oil_petroleum_exports,25.239
2018,LU_CAP,oil_petroleum_exports,3.345
2019,LU_CAP,oil_petroleum_exports,4.726
2020,LU_CAP,oil_petroleum_exports,2.983
total,LU_CAP,oil_petroleum_exports,83.86
2011,HU,oil_petroleum_exports,2985.0
2012,HU,oil_petroleum_exports,2887.0
2013,HU,oil_petroleum_exports,2982.0
2014,HU,oil_petroleum_exports,3259.0
2015,HU,oil_petroleum_exports,2877.0
2016,HU,oil_petroleum_exports,3003.0
2017,HU,oil_petroleum_exports,3263.0
2018,HU,oil_petroleum_exports,3948.0
2019,HU,oil_petroleum_exports,3478.0
2020,HU,oil_petroleum_exports,3109.0
total,HU,oil_petroleum_exports,31791.0
2011,MT001,oil_petroleum_exports,3.0
2012,MT001,oil_petroleum_exports,8.0
2013,MT001,oil_petroleum_exports,151.0
2014,MT001,oil_petroleum_exports,206.0
2015,MT001,oil_petroleum_exports,532.0
2016,MT001,oil_petroleum_exports,273.0
2017,MT001,oil_petroleum_exports,152.068
2018,MT001,oil_petroleum_exports,354.189
2019,MT001,oil_petroleum_exports,382.794
2020,MT001,oil_petroleum_exports,194.969
total,MT001,oil_petroleum_exports,2257.02
2011,NL,oil_petroleum_exports,99112.273
2012,NL,oil_petroleum_exports,102351.0
2013,NL,oil_petroleum_exports,101752.273
2014,NL,oil_petroleum_exports,101254.273
2015,NL,oil_petroleum_exports,111290.63
2016,NL,oil_petroleum_exports,113902.476
2017,NL,oil_petroleum_exports,112385.041
2018,NL,oil_petroleum_exports,110396.227
2019,NL,oil_petroleum_exports,106181.462
2020,NL,oil_petroleum_exports,91938.093
total,NL,oil_petroleum_exports,1050563.748
2011,AT,oil_petroleum_exports,2278.771
2012,AT,oil_petroleum_exports,2503.777
2013,AT,oil_petroleum_exports,2574.633
2014,AT,oil_petroleum_exports,2720.456
2015,AT,oil_petroleum_exports,2833.114
2016,AT,oil_petroleum_exports,2757.742
2017,AT,oil_petroleum_exports,2757.759
2018,AT,oil_petroleum_exports,3182.797
2019,AT,oil_petroleum_exports,2944.041
2020,AT,oil_petroleum_exports,2878.558
total,AT,oil_petroleum_exports,27431.648
2011,PL,oil_petroleum_exports,4872.0
2012,PL,oil_petroleum_exports,5982.0
2013,PL,oil_petroleum_exports,6974.0
2014,PL,oil_petroleum_exports,7535.0
2015,PL,oil_petroleum_exports,8501.0
2016,PL,oil_petroleum_exports,7349.0
2017,PL,oil_petroleum_exports,5414.755
2018,PL,oil_petroleum_exports,6211.698
2019,PL,oil_petroleum_exports,5485.06
2020,PL,oil_petroleum_exports,4804.457
total,PL,oil_petroleum_exports,63128.97
2011,PT,oil_petroleum_exports,2856.0
2012,PT,oil_petroleum_exports,3703.0
2013,PT,oil_petroleum_exports,5526.0
2014,PT,oil_petroleum_exports,4734.0
2015,PT,oil_petroleum_exports,6802.0
2016,PT,oil_petroleum_exports,6681.0
2017,PT,oil_petroleum_exports,6915.292
2018,PT,oil_petroleum_exports,5290.461
2019,PT,oil_petroleum_exports,4802.271
2020,PT,oil_petroleum_exports,5245.365
total,PT,oil_petroleum_exports,52555.389
2011,RO,oil_petroleum_exports,3708.0
2012,RO,oil_petroleum_exports,3407.0
2013,RO,oil_petroleum_exports,3848.0
2014,RO,oil_petroleum_exports,4665.0
2015,RO,oil_petroleum_exports,4769.0
2016,RO,oil_petroleum_exports,5176.448
2017,RO,oil_petroleum_exports,5057.598
2018,RO,oil_petroleum_exports,5330.796
2019,RO,oil_petroleum_exports,5432.038
2020,RO,oil_petroleum_exports,4343.689
total,RO,oil_petroleum_exports,45737.569
2011,SI,oil_petroleum_exports,710.0
2012,SI,oil_petroleum_exports,812.0
2013,SI,oil_petroleum_exports,935.0
2014,SI,oil_petroleum_exports,1393.0
2015,SI,oil_petroleum_exports,1717.0
2016,SI,oil_petroleum_exports,2045.0
2017,SI,oil_petroleum_exports,2080.889
2018,SI,oil_petroleum_exports,2112.389
2019,SI,oil_petroleum_exports,2306.308
2020,SI,oil_petroleum_exports,1919.421
total,SI,oil_petroleum_exports,16031.007
2011,SK,oil_petroleum_exports,3938.0
2012,SK,oil_petroleum_exports,3518.0
2013,SK,oil_petroleum_exports,4122.0
2014,SK,oil_petroleum_exports,3653.0
2015,SK,oil_petroleum_exports,4391.0
2016,SK,oil_petroleum_exports,4125.0
2017,SK,oil_petroleum_exports,3951.0
2018,SK,oil_petroleum_exports,3545.0
2019,SK,oil_petroleum_exports,3354.0
2020,SK,oil_petroleum_exports,3623.0
total,SK,oil_petroleum_exports,38220.0
2011,FI,oil_petroleum_exports,7184.0
2012,FI,oil_petroleum_exports,7597.0
2013,FI,oil_petroleum_exports,9051.0
2014,FI,oil_petroleum_exports,8502.0
2015,FI,oil_petroleum_exports,6847.0
2016,FI,oil_petroleum_exports,9065.0
2017,FI,oil_petroleum_exports,9000.0
2018,FI,oil_petroleum_exports,8807.0
2019,FI,oil_petroleum_exports,9490.0
2020,FI,oil_petroleum_exports,8732.0
total,FI,oil_petroleum_exports,84275.0
2011,SE,oil_petroleum_exports,11507.0
2012,SE,oil_petroleum_exports,13408.0
2013,SE,oil_petroleum_exports,9916.0
2014,SE,oil_petroleum_exports,12565.0
2015,SE,oil_petroleum_exports,15061.0
2016,SE,oil_petroleum_exports,16839.0
